alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's start with a fair split, and we can negotiate from here.",Alice,1,
,,,Bob,1,reject
200000.0,800000.0,"I'm willing to give you a smaller share, but I think 80% is still a fair compromise.",Bob,2,
,,,Alice,2,reject
320000.0,680000.0,"I'm willing to compromise, but I think 32% is a fair share considering the inflation.",Alice,3,
,,,Bob,3,reject
100000.0,900000.0,"I'm willing to give you a small consolation prize, but I think 90% is the best I can do considering the inflation and the initial offer.",Bob,4,
,,,Alice,4,reject
160000.0,840000.0,"I'm willing to accept a lower share, but I think 16% is a fair compromise considering the current value of the money.",Alice,5,
,,,Bob,5,accept
