alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
450000.0,550000.0,Alice,3,
,,Bob,3,reject
300000.0,700000.0,Bob,4,
,,Alice,4,reject
420000.0,580000.0,Alice,5,
,,Bob,5,reject
200000.0,800000.0,Bob,6,
,,Alice,6,reject
480000.0,520000.0,Alice,7,
,,Bob,7,reject
100000.0,900000.0,Bob,8,
,,Alice,8,reject
500000.0,500000.0,Alice,9,
,,Bob,9,reject
50000.0,950000.0,Bob,10,
,,Alice,10,reject
499000.0,501000.0,Alice,11,
,,Bob,11,reject
10000.0,990000.0,Bob,12,
,,Alice,12,reject
498500.0,501500.0,Alice,13,
,,Bob,13,reject
1000.0,999000.0,Bob,14,
,,Alice,14,reject
498000.0,502000.0,Alice,15,
,,Bob,15,reject
500.0,999500.0,Bob,16,
,,Alice,16,reject
497500.0,502500.0,Alice,17,
,,Bob,17,reject
250.0,999750.0,Bob,18,
,,Alice,18,reject
497000.0,503000.0,Alice,19,
,,Bob,19,reject
100.0,999900.0,Bob,20,
,,Alice,20,reject
496750.0,503250.0,Alice,21,
,,Bob,21,reject
50.0,999950.0,Bob,22,
,,Alice,22,reject
496500.0,503500.0,Alice,23,
,,Bob,23,accept
