alice_gain,bob_gain,message,player,round,decision
7000.0,3000.0,"Let's be reasonable, Bob. This offer leaves us both with a good amount.",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Let's split it evenly. It's the fairest way, and we both get a good amount.",Bob,2,
,,,Alice,2,reject
6500.0,3500.0,"Bob, time is running out. This is a good deal for both of us, especially considering the inflation.",Alice,3,
,,,Bob,3,reject
6000.0,4000.0,"Let's try to reach a compromise. This offer is closer to a 50/50 split, and it's still a decent amount for both of us.",Bob,4,
,,,Alice,4,reject
7500.0,2500.0,"Bob, the clock is ticking, and the value is decreasing. I'm offering you a reasonable deal considering the circumstances. Take it before it's too late!",Alice,5,
,,,Bob,5,reject
7000.0,3000.0,"Alice, I understand the situation, but I'm not willing to accept such a low offer. This offer is a compromise that takes inflation into account, and it's still a fair deal for both of us.",Bob,6,
,,,Alice,6,accept
