alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's split fairly,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,I think this is a fairer split considering the inflation. What do you think?,Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"Considering the inflation, this is my new offer",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,I'm trying to find a compromise. This factors in the inflation a bit more while still giving you a significant share.  ,Bob,4,
,,,Alice,4,reject
560000.0,440000.0,"Let's try to meet halfway, inflation is hitting me too",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,"This is my final offer - a perfectly even split. Take it or leave it, as the inflation is only going to hurt us both.",Bob,6,
,,,Alice,6,accept
