message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this unique opportunity to purchase a high-value product. I believe you'll find it a great addition to your collection. Would you like to make an offer?",900000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think it's a bit pricey. I'd like to make a counteroffer of $750000. Can you consider it?",750000.0,Bob,2,,
,,Alice,2,RejectOffer,850000.0
"I appreciate your interest in the product, Bob. However, I'm not willing to go as low as $750000. I'm willing to meet you halfway at $825000. Is that something you'd be interested in?",825000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. I'd like to make a counteroffer of $775000. Can you consider it?",775000.0,Bob,4,,
,,Alice,4,RejectOffer,800000.0
"I'm getting closer to your budget, Bob. I'm willing to meet you at $795000. This is my final offer, and I'm confident you'll find it a great value for the product.",795000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me at $795000, but I'm still a bit above my budget. I'd like to make a counteroffer of $780000. Can you consider it?",780000.0,Bob,6,,
,,Alice,6,RejectOffer,790000.0
"I'm not willing to go below $790000, Bob. I think this is a fair price considering the product's value. If you're still interested, I'm willing to meet you there.",790000.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand your position, but I'm still a bit above my budget. I'd like to make a counteroffer of $785000. Can you consider it?",785000.0,Bob,8,,
,,Alice,8,RejectOffer,787500.0
"I'm getting close to the end of the negotiation, Bob. I'm willing to make one final concession. I'll meet you at $787500. This is my last offer, and I hope we can finalize the deal.",787500.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your willingness to make one final concession, but I'm still a bit above my budget. I'd like to make a counteroffer of $782500. This is my final offer, and I hope we can come to an agreement.",782500.0,Bob,10,,
,,Alice,10,RejectOffer,
