product_price,player,round,decision
950000.0,Alice,1,
,Bob,1,RejectOffer
900000.0,Bob,2,
,Alice,2,RejectOffer
920000.0,Alice,3,
,Bob,3,RejectOffer
910000.0,Bob,4,
,Alice,4,RejectOffer
930000.0,Alice,5,
,Bob,5,RejectOffer
915000.0,Bob,6,
,Alice,6,RejectOffer
940000.0,Alice,7,
,Bob,7,RejectOffer
925000.0,Bob,8,
,Alice,8,RejectOffer
950000.0,Alice,9,
,Bob,9,RejectOffer
930000.0,Bob,10,
,Alice,10,RejectOffer
960000.0,Alice,11,
,Bob,11,RejectOffer
935000.0,Bob,12,
,Alice,12,RejectOffer
970000.0,Alice,13,
,Bob,13,RejectOffer
940000.0,Bob,14,
,Alice,14,RejectOffer
980000.0,Alice,15,
,Bob,15,RejectOffer
945000.0,Bob,16,
,Alice,16,RejectOffer
990000.0,Alice,17,
,Bob,17,RejectOffer
950000.0,Bob,18,
,Alice,18,RejectOffer
1000000.0,Alice,19,
,Bob,19,AcceptOffer
