message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you a great deal on this fantastic product! I think you'll really love it. I'm willing to let it go for $120.",120.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer. Unfortunately, that's a bit higher than I'm willing to pay. Would you consider $80?",80.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your offer, but I'm afraid $80 is a bit too low for me. I'm willing to meet you halfway, so I can offer it to you for $110.",110.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you meeting me halfway, Alice.  How about we settle at $90?  That's a fair price.",90.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I appreciate your persistence, but I'm not quite ready to settle at $90. I'm willing to make one more concession, so I can offer it to you for $105.",105.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I'm really trying to make this work.  I can do $95 as my final offer.  Let me know if that works for you.",95.0,Bob,6,
,,Alice,6,RejectOffer
"Hi Bob, I appreciate your last offer, but I'm not willing to go any lower than $105. I'm starting to think we're getting close to a fair price, so I'll make one more counteroffer to meet you in the middle at $100.",100.0,Alice,7,
,,Bob,7,AcceptOffer
