message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $120. I think it's a great deal for both of us.  Let me know what you think!",120.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your offer, but I was thinking more along the lines of $90. I really like the product, but I need to make sure it fits within my budget.",90.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate you're trying to get a good price.  While $90 is a bit too low for me, I'm willing to come down to $105. Let's meet in the middle!",105.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to compromise, but I'm still a bit above my budget. Would you be willing to go down to $95?",95.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're trying to get a good deal, but $95 is still a bit too low for me.  I'm willing to go down to $100. That's the lowest I can go.  Let me know if you're interested.",100.0,Alice,5,
,,Bob,5,BuyFromJhon
