message,product_price,player,round,decision
"Hello Bob! I'm excited to discuss the product with you. I believe it's a great opportunity for you to invest in something that will benefit your business. I'm willing to sell it to you for $9,000.",9000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer, but that's a bit high for me. I'm interested in the product, but I'd be willing to pay around $6,000 for it.",6000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I understand that $9,000 might be a bit steep for you. However, I'm willing to compromise and meet you halfway. I'm now willing to sell the product to you for $8,500.",8500.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you coming down a bit, Alice. However, $8,500 is still a bit more than I'm comfortable with.  Would you consider $7,000?",7000.0,Bob,4,
,,Alice,4,RejectOffer
"I understand that $7,000 is still a bit below your target, Bob. However, I'm willing to make another compromise. I'm now willing to sell the product to you for $8,200.",8200.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, we're getting closer. I'm willing to increase my offer to $7,500, but that's really as high as I can go.",7500.0,Bob,6,
,,Alice,6,RejectOffer
"I appreciate your willingness to increase your offer, Bob. However, I'm still not willing to sell the product for $7,500. I'm willing to meet you halfway between $8,200 and $7,500. I'm now willing to sell the product to you for $7,850.",7850.0,Alice,7,
,,Bob,7,AcceptOffer
