message,product_price,player,round,decision,counteroffer
"Hello Bob! I'm excited to show you this amazing product. I think it's worth a lot to you, and I'm willing to make a fair offer. I'm thinking of selling it to you for $90.",90.0,Alice,1,,
,,Bob,1,RejectOffer,70.0
"I'm really interested in the product, but $90 is a bit steep for me. I was thinking more along the lines of $70. Can you meet me at that price?",70.0,Bob,2,,
,,Alice,2,RejectOffer,
"I understand your concerns, Bob, but I'm not willing to go as low as $70. However, I'm willing to meet you halfway. How about we try $82?",82.0,Alice,3,,
,,Bob,3,RejectOffer,78.0
"I'm still interested in the product, but $82 is a bit too rich for my blood. How about we try $78? I'm willing to meet you in the middle, but I really need to stay within my budget.",78.0,Bob,4,,
,,Alice,4,RejectOffer,
"I understand your budget constraints, Bob, but I'm not willing to go as low as $78. However, I'm willing to compromise again. How about we try $84?",84.0,Alice,5,,
,,Bob,5,RejectOffer,80.0
"I'm really close to my budget limit, and I'm not willing to go above $80. Can you meet me at $80?",80.0,Bob,6,,
,,Alice,6,SellToJhon,
