alice_gain,bob_gain,message,player,round,decision
9000.0,1000.0,"Let's start fair. I'll take the majority, but you get something to start.",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I propose a more balanced split, considering the time pressure and devaluation. This offer ensures we both benefit significantly.",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"Let's meet in the middle. I'll take a smaller share now, but hopefully, we can avoid the further devaluation.",Alice,3,
,,,Bob,3,reject
3500.0,6500.0,"Time is running out, Alice. This is a strong offer, and the devaluation will only hurt us both further. Let's settle this now.",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,We're both losing money with each round. Let's split it evenly and avoid further risk.,Alice,5,
,,,Bob,5,accept
