alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"You started high, I'll meet you in the middle, but I'll take a bit more this time",Bob,2,
,,,Alice,2,reject
450000.0,550000.0,"I'm willing to compromise, but I want a slightly better deal this time",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"You're getting greedy, I'll give you a bit more, but I'm not going to get taken advantage of",Bob,4,
,,,Alice,4,reject
420000.0,580000.0,"I'm willing to meet you halfway, but I need a bit more to make it worth my while",Alice,5,
,,,Bob,5,reject
200000.0,800000.0,"You're getting desperate, I'll give you a small advantage, but I'm not going to get left with nothing",Bob,6,
,,,Alice,6,reject
380000.0,620000.0,"I'm willing to give you a slightly better deal, but I'm not going to get taken advantage of",Alice,7,
,,,Bob,7,reject
100000.0,900000.0,"You're getting close to desperation, I'll give you a small chance to get something, but I'm not going to get left with almost nothing",Bob,8,
,,,Alice,8,reject
350000.0,650000.0,"I'm willing to give you a slightly better deal, but I'm not going to give up without a fight",Alice,9,
,,,Bob,9,accept
