alice_gain,bob_gain,message,player,round,decision
70.0,30.0,"Let's start with a fair split. I'll take 70, you can take 30. We can negotiate further if you want.",Alice,1,
,,,Bob,1,reject
20.0,80.0,"You wanted to start with a fair split, but I think I'm worth more than 30%",Bob,2,
,,"You think you're worth more than 30%? I don't think so. I'll offer 50% to you, and I'll take 50%.",Alice,2,reject
45.0,55.0,"You think you're worth more than 50%? I'm not convinced. I'll give you 55, and I'll take 45. It's a fair split.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"You're still underestimating me, but I'll take 40. It's a good starting point for negotiations",Bob,4,
,,"40% is a bit better, but I'm not willing to give up that much. I'll offer 42 to you, and I'll take 58.",Alice,4,reject
31.8,68.2,"I'm not getting any younger, and I need some cash. I'll give you 68.2, and I'll take 31.8. It's a decent split, considering the circumstances.",Alice,5,
,,,Bob,5,reject
28.0,72.0,"You're getting desperate, and I'm getting greedy. I'll take 72, but I'm willing to negotiate further",Bob,6,
,,"You think I'm desperate? I'm just realistic. I'll offer 30 to you, and I'll take 70. It's a more reasonable split, considering the circumstances.",Alice,6,reject
20.94,79.06,"I'm not getting any more desperate, but I'm getting serious. I'll give you 79.06, and I'll take 20.94. It's a decent split, considering the circumstances.",Alice,7,
,,,Bob,7,reject
15.0,85.0,"You're getting close to desperation, and I'm getting close to taking it all. I'll take 85, but don't expect any mercy",Bob,8,
,,"You're not getting any mercy? Fine. I'll offer you 16, and I'll take 84. I'm not getting any more desperate, but I'm not getting any more generous either.",Alice,8,reject
10.94,89.06,"I'm not getting any more generous. I'll give you 89.06, and I'll take 10.94. It's the best I can do at this point.",Alice,9,
,,,Bob,9,reject
10.0,90.0,"You're running out of options, and I'm running out of patience. I'll take 90, and you can walk away with 10. It's the final offer",Bob,10,
,,"You're being ruthless. I'll offer you 11, and I'll take 89. It's the best I can do, but I'm not going to get taken advantage of.",Alice,10,reject
6.84,93.16,"I'm not getting any more desperate. I'll give you 93.16, and I'll take 6.84. It's the best I can do at this point.",Alice,11,
,,,Bob,11,reject
5.0,95.0,"It's now or never. I'll take 95, and you can leave with the scraps. No more negotiations.",Bob,12,
,,,Alice,12,accept
