message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really love it.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 is a bit steep for me. Would you be willing to consider a price of $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a better deal, but I have to make a profit. I can do $130, but that's as low as I can go.",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand you're trying to make a profit, but $130 is still a bit too high for me. Would you be willing to consider a price of $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I'm getting close to my minimum price, but I still need to make a profit. I can do $125, but that's it.",125.0,Alice,5,,
,,Bob,5,RejectOffer,
I'm willing to meet you halfway. Would you be willing to consider a price of $115?,115.0,Bob,6,,
,,Alice,6,RejectOffer,122.0
I'm not going to go any lower than $122. That's my final offer. Take it or leave it.,122.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm really close to walking away, but I'm still interested in the product. Would you be willing to meet me at $118?",118.0,Bob,8,,
,,Alice,8,RejectOffer,120.0
"I've already told you my minimum price is $122, but I'm willing to meet you halfway again. I can do $120, but that's as low as I can go.",120.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm really close to walking away, but I'm still interested in the product. Would you be willing to meet me at $119?",119.0,Bob,10,,
,,Alice,10,SellToJhon,
