message,product_price,player,round,decision,counteroffer
I'm excited to offer you this unique product. I think you'll really love it. Would you like to make an offer?,18000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice.  I'm interested, but $18,000 is a bit more than I'm willing to pay right now. How about $14,000? ",14000.0,Bob,2,,
,,Alice,2,RejectOffer,16000.0
"I understand you're looking to save some money, Bob. I'm willing to meet you halfway, but I need to make a profit. How about we discuss $16,500?",16500.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $16,500 is still a bit high.  Let's try $15,500, I think that's a fair price for both of us.",15500.0,Bob,4,,
,,Alice,4,RejectOffer,16000.0
"I'm glad we're close, Bob! I can see you're really interested in the product. I'm willing to make one more concession, but I need to make sure I get a fair price. How about we meet at $16,000?",16000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I'm still interested, but $16,000 is just a bit too high for me. I'm willing to go to $15,750.  This is my final offer.",15750.0,Bob,6,,
,,Alice,6,RejectOffer,15500.0
"I can see you're really serious about the product, Bob. I'm willing to make one last concession. I'll meet you at $15,500, but that's as low as I can go. This is my final offer.",15500.0,Alice,7,,
,,Bob,7,BuyFromJhon,
