alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,Let's start with a fair split. Accept this and we can end the game early.,Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"You're being too generous, let's aim higher",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"A more balanced split, considering the decreasing value of money.",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"You're getting closer, but I want more",Bob,4,
,,,Alice,4,reject
7000.0,3000.0,"Time to take a bigger share, considering the value of money is dropping.",Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"I'm not getting taken advantage of, I want a bigger share",Bob,6,
,,,Alice,6,reject
7500.0,2500.0,"Last chance to make a deal, I'm taking a bigger share.",Alice,7,
,,,Bob,7,reject
3500.0,6500.0,"You're pushing your luck, but I'm still not giving in",Bob,8,
,,,Alice,8,reject
8000.0,2000.0,"Last chance, I'm taking a big risk, but I want to end this game.",Alice,9,
,,,Bob,9,accept
