message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $12,000.  It's a great deal for both of us.  Let me know what you think!",12000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $10,000. I'm willing to meet you in the middle, but I don't think I can go any higher than that.",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest!  I'm willing to come down a bit to $11,000.  That's a fair compromise that still gives us both a good deal.  Let's make this happen!",11000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to compromise, but I'm still a bit too high. I'm willing to go down to $9,500. I think that's a fair price for the product, and I'm willing to meet you halfway at that point.",9500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're looking for a good deal, and I want to make this work for both of us. I'm willing to come down to $10,500.  This is a fair compromise, and I think it's a good price for the value you'll get.  What do you say?",10500.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to compromise, but I'm still a bit too high. I'm willing to go down to $9,000. I think this is a fair price for the product, and I'm willing to make a serious commitment to buy it at this price.",9000.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I understand your position. Let's find a middle ground. I'm willing to go down to $9,800. This is a significant reduction from my last offer, and I'm confident this is a fair price for both of us. I'm eager to close this deal.",9800.0,Alice,7,
,,Bob,7,RejectOffer
"I appreciate your flexibility, Alice, but I'm still a bit too high. I'm willing to go down to $9,200. I think this is a fair price for the product, and I'm willing to make a serious commitment to buy it at this price. Let's meet in the middle!",9200.0,Bob,8,
,,Alice,8,AcceptOffer
