alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
550000.0,450000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
525000.0,475000.0,Alice,5,
,,Bob,5,reject
375000.0,625000.0,Bob,6,
,,Alice,6,reject
562500.0,437500.0,Alice,7,
,,Bob,7,reject
325000.0,675000.0,Bob,8,
,,Alice,8,reject
593750.0,406250.0,Alice,9,
,,Bob,9,reject
275000.0,725000.0,Bob,10,
,,Alice,10,reject
625000.0,375000.0,Alice,11,
,,Bob,11,accept
