alice_gain,bob_gain,player,round,decision
800000.0,200000.0,Alice,1,
,,Bob,1,reject
550000.0,450000.0,Bob,2,
,,Alice,2,reject
700000.0,300000.0,Alice,3,
,,Bob,3,reject
595000.0,405000.0,Bob,4,
,,Alice,4,reject
650000.0,350000.0,Alice,5,
,,Bob,5,reject
579625.0,420375.0,Bob,6,
,,Alice,6,reject
600000.0,400000.0,Alice,7,
,,Bob,7,reject
569571.0,430429.0,Bob,8,
,,Alice,8,reject
625000.0,375000.0,Alice,9,
,,Bob,9,reject
554057.0,445943.0,Bob,10,
,,Alice,10,reject
650000.0,350000.0,Alice,11,
,,Bob,11,reject
557544.0,442456.0,Bob,12,
,,Alice,12,accept
