alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's split fairly, I'll take a bit more",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I think a 60/40 split is more fair. It's your turn next, so let's see what you offer!",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Meet me in the middle, 55/45 is a good compromise",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"I'm willing to go up to 65/35.  It's getting late, and I'm not sure how much longer we can keep negotiating.",Bob,4,
,,,Alice,4,reject
525000.0,475000.0,"Come on, 52.5/47.5 is as low as I'm willing to go. Let's settle this",Alice,5,
,,,Bob,5,accept
