message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product. I think you'll really like it!",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product, but $140 is a bit high for me.  I'm willing to pay $130. Let me know what you think.",130.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a better deal, Bob. I can do $135, but I'm not sure I can go any lower than that. Let me think about it...",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit, but $135 is still a little more than I'm comfortable with.  Let's split the difference - I'll offer you $132.50. How does that sound?",132.5,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I appreciate the compromise, Bob, but I'm still not sure $132.50 is enough for me. I can meet you halfway, but I need $137.50 to make it worth my while.",137.5,Alice,5,,
,,Bob,5,AcceptOffer,
