alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly, a fair start!",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Take a slightly biased split, but still fair!",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"I'll take a slightly biased split, but I think this is a good compromise!",Alice,3,
,,,Bob,3,reject
3000.0,7000.0,"I'm willing to take a bigger share, but I think this is the maximum I'm willing to give up!",Bob,4,
,,,Alice,4,reject
7000.0,3000.0,"I'm willing to take a bigger share, but I think this is the maximum I'm willing to give up!",Alice,5,
,,,Bob,5,reject
2000.0,8000.0,"I'm getting a bit desperate, but I think this is the last offer I'll make!",Bob,6,
,,,Alice,6,accept
