message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll love. I'm willing to let it go for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 is a bit high for me. Would you be willing to consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,120
"I appreciate your interest in the product, Bob. I'm willing to meet you halfway. How about $125?",125.0,Alice,3,,
,,Bob,3,RejectOffer,
I'm still a bit hesitant about the price. Would you be willing to go down to $115?,115.0,Bob,4,,
,,Alice,4,RejectOffer,130
I understand you're still not satisfied with the price. I'm willing to make another concession. How about $127.50?,127.5,Alice,5,,
,,Bob,5,RejectOffer,
I'm still not comfortable with the price. Would you be willing to go down to $122?,122.0,Bob,6,,
,,Alice,6,RejectOffer,128
"I'm getting close to my minimum price, but I'm still willing to negotiate. How about $129?",129.0,Alice,7,,
,,Bob,7,RejectOffer,
I'm still not happy with the price. Would you be willing to go down to $125?,125.0,Bob,8,,
,,Alice,8,RejectOffer,130
I'm not willing to go any lower than $130. This is my final offer.,130.0,Alice,9,,
,,Bob,9,RejectOffer,
I'm not willing to pay more than $120. I'm going to have to pass on this deal.,120.0,Bob,10,,
,,Alice,10,SellToJhon,
