message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you a great deal on this fantastic product. I think you'll really love it!",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but that price is a bit too high for me. Would you consider $60?",60.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I need to make a profit. How about $85?",85.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thanks for countering, Alice. I appreciate your willingness to negotiate. How about we settle at $70?",70.0,Bob,4,,
,,Alice,4,RejectOffer,82.5
"I'm getting closer to your price, Bob, but I still need to make a profit. How about we meet in the middle at $82.50?",82.5,Alice,5,,
,,Bob,5,BuyFromJhon,
