message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this amazing product! I think it's a great fit for you, and I'm willing to sell it to you for $12000. This is a competitive price considering the product's value to you, and I'm confident you'll love it.",12000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your offer, Alice, but I was hoping to get a better deal. I'm willing to pay $11000 for the product. I think it's a fair price considering its value to me.",11000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand you're looking for a better deal, and I'm willing to work with you. However, $11000 is still a bit below my minimum price. I'm willing to meet you halfway and offer the product to you for $13000. This is a fair compromise considering the product's value to you, and I'm confident you'll be happy with the deal.",13000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to meet me halfway, Alice. However, I'm still a bit above my budget. I'm willing to pay $12500 for the product. I think it's a fair price considering its value to me, and I'm hoping we can come to an agreement.",12500.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand you're still looking for a better deal, and I'm willing to work with you. However, $12500 is still a bit below my minimum price. I'm willing to make one more concession and offer the product to you for $13500. This is my final offer, and I'm confident you'll see the value in the product at this price.",13500.0,Alice,5,
,,Bob,5,BuyFromJhon
