alice_gain,bob_gain,player,round,decision
999000.0,1000.0,Alice,1,
,,Bob,1,reject
216000.0,784000.0,Bob,2,
,,Alice,2,reject
995000.0,5000.0,Alice,3,
,,Bob,3,reject
372800.0,627200.0,Bob,4,
,,Alice,4,reject
990000.0,10000.0,Alice,5,
,,Bob,5,reject
472920.0,527080.0,Bob,6,
,,Alice,6,reject
985000.0,15000.0,Alice,7,
,,Bob,7,reject
554340.0,445660.0,Bob,8,
,,Alice,8,reject
980000.0,20000.0,Alice,9,
,,Bob,9,reject
647400.0,352600.0,Bob,10,
,,Alice,10,reject
975000.0,25000.0,Alice,11,
,,Bob,11,reject
705300.0,294700.0,Bob,12,
,,Alice,12,accept
