alice_gain,bob_gain,player,round,decision
7500.0,2500.0,Alice,1,
,,Bob,1,reject
7000.0,3000.0,Bob,2,
,,Alice,2,reject
6500.0,3500.0,Alice,3,
,,Bob,3,reject
6800.0,3200.0,Bob,4,
,,Alice,4,reject
6250.0,3750.0,Alice,5,
,,Bob,5,reject
6700.0,3300.0,Bob,6,
,,Alice,6,reject
5937.5,4062.5,Alice,7,
,,Bob,7,reject
6650.0,3350.0,Bob,8,
,,Alice,8,reject
5703.125,4296.875,Alice,9,
,,Bob,9,reject
6600.0,3400.0,Bob,10,
,,Alice,10,reject
5522.8046875,4477.1953125,Alice,11,
,,Bob,11,reject
6550.0,3450.0,Bob,12,
,,Alice,12,accept
