message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this amazing product. I think you'll really love it. Would you like to buy it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to meet me halfway?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your willingness to meet in the middle, Bob. However, I was thinking more along the lines of $110. Would you be willing to meet me at this price?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit hesitant, but I'm willing to compromise. How about we meet at $105? That's the best I can do.",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I appreciate your willingness to compromise, Bob. However, I was thinking more along the lines of $115. I'm getting close to my minimum price, but I think it's a fair price for this amazing product. Would you be willing to meet me at this price?",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm really close to walking away, but I still think we can find a mutually beneficial price. How about we meet at $112? That's the lowest I'm willing to go.",112.0,Bob,6,,
,,Alice,6,RejectOffer,120.0
"I appreciate your persistence, Bob. However, I'm not willing to go below $120. I think it's a fair price for this high-quality product. If you're not willing to meet me at this price, I'll have to consider other options.",120.0,Alice,7,,
,,Bob,7,BuyFromJhon,
