alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Let's split it fairly, I'll take the majority",Alice,1,
,,,Bob,1,reject
6000.0,4000.0,"I'll take a slightly bigger share, but still fair",Bob,2,
,,,Alice,2,reject
5000.0,5000.0,"Let's meet in the middle, 50/50 split",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I'll take a slightly bigger share, but still a fair compromise",Bob,4,
,,,Alice,4,reject
3000.0,7000.0,"I'll give you a bigger share, but I'm not giving away too much",Alice,5,
,,,Bob,5,accept
