message,product_price,player,round,decision,new_price
"Hello Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm really interested in the product, but $150 is a bit more than I'm willing to pay. How about $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand that $150 is a bit steep for you, Bob. However, I need to make a profit on this sale. How about we meet in the middle at $130?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $130 is still a bit too high for me. I'm willing to go up to $115.  Let me know what you think.",115.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I appreciate your willingness to go up to $115, Bob. However, I still think the product is worth more than that. How about we compromise at $125?",125.0,Alice,5,,
,,Bob,5,BuyFromJhon,
