alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"I'm feeling generous, Bob. Let's split it 90/10, I take the bigger share, but you get something.  Accept this and we're done.  Reject and we'll see how much we both get later.",Alice,1,
,,,Bob,1,reject
200000.0,800000.0,"I'll give you a decent share, but I'm not going to give it all away. Take it or leave it!",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"Ok, Bob,  let's be reasonable.  I'm reducing my share to 600k, giving you a bigger cut.  This time, let's settle this before we both lose even more.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"I'm not going to give you the majority, but I'll give you a slightly better deal. You can either take it or try to do better next time.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Bob, let's be smart and split it right down the middle.  We've both been playing hardball, but the longer we wait, the less we both get. This is our best chance for a decent payout.",Alice,5,
,,,Bob,5,accept
