alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start with a reasonable split, Bob. I believe this is a fair offer to begin our negotiations.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Let's try a bit more in my favor, considering the inflation hits you harder.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, I understand the inflation is a factor, but your offer was a bit too skewed. Let's meet in the middle.",Alice,3,
,,,Bob,3,reject
48.0,52.0,"Considering the increasing inflation impact, especially on your end, I think this is a more balanced offer.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, this is getting ridiculous. The inflation is hurting both of us.  Let's just split it evenly and call it a day.",Alice,5,
,,,Bob,5,accept
