alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'll give you 400k, but I think I deserve more",Bob,2,
,,,Alice,2,reject
300000.0,700000.0,"I'll give you a better deal, but you have to meet me halfway",Alice,3,
,,,Bob,3,reject
280000.0,720000.0,"I'll meet you halfway, but I want a slight edge",Bob,4,
,,,Alice,4,reject
200000.0,800000.0,"I'll give you a bigger chunk, but don't expect me to be generous",Alice,5,
,,,Bob,5,accept
