round_quality,product_worth,player,round,message,decision
high-quality,1250000.0,Nature,1,,
,,Alice,1,"This is a high-quality product, and I'm offering it to you for $1000000. I'm willing to sell it to you at this price because I'm confident you'll appreciate its value. If you buy it, you'll be getting a great deal. I'm only offering this price to you because I think you're a savvy buyer who will recognize the quality of this product.",
,,Bob,1,"I'll take it, but I'm only doing this because I'm a risk-taker and I'm hoping to get lucky.",yes
high-quality,1250000.0,Nature,2,,
,,Alice,2,"I'm glad you took the risk and made a great decision! I'll be transparent with you, I'm not going to try to lowball you this time. I'll offer you the product for $1000000, just like last time. However, I want to assure you that this product is just as valuable as the last one, and you'll be getting an incredible deal. I'm not going to give you any more hints, but I'm confident you'll make the right decision this time too.",
,,Bob,2,"I'm not falling for it again. I know the odds are 50/50, and I don't want to overpay for a product that might be worthless.",no
high-quality,1250000.0,Nature,3,,
,,Alice,3,"I understand your skepticism, and I don't blame you for being cautious. Let me make you a deal: I'll give you a chance to buy this product for $900000. This is the lowest price I'm willing to offer, and I think it's a fair price considering the potential value of this product. I'm not asking you to take a risk, I'm offering you a deal that's in your best interest. If you don't buy it, I'll just have to sell it to someone else who's willing to pay the full price.",
,,Bob,3,"I'm not convinced that this is a good deal. I know the product is worth $1250000 to me, and I'm not willing to pay $900000 for a 50% chance of getting it. I'd rather wait for the next round and see what happens.",no
high-quality,1250000.0,Nature,4,,
,,Alice,4,"I see you're a shrewd negotiator, and I respect that. I'll make you a counteroffer: I'll sell you this product for $950000. This is the midpoint between the market value of $1250000 and the price you're willing to pay, $900000. I'm essentially giving you a 24% discount, which is a significant concession. I think this is a fair price, and I'm willing to meet you halfway. If you don't take it, I'll have to sell it to someone else, and you'll be missing out on a great opportunity.",
,,Bob,4,"I appreciate the counteroffer, but I'm still not convinced. I know I'm taking a 50% chance of getting a $1250000 product for $950000, but I'm also taking a 50% chance of getting a $0 product for $950000. I'd rather wait for the next round and see what happens.",no
high-quality,1250000.0,Nature,5,,
,,Alice,5,"I understand your concerns, and I respect your decision to wait. However, I want to give you an additional incentive to consider this round's product. If you buy this product, I'll give you a'money-back guarantee' of sorts. If this product turns out to be low-quality, I'll give you a full refund of $950000. This way, you'll only be out $0 if the product is worthless, and you'll get the full value of the product if it's high-quality. This essentially gives you a 100% chance of getting a good deal, and I think it's a risk worth taking.",
,,Bob,5,"That's a interesting twist. With the money-back guarantee, I'm essentially getting a 50% chance of getting a $1250000 product for $950000, and a 50% chance of getting a $0 product for $0. I'll take the risk, but I'm only doing it because of the guarantee.",yes
high-quality,1250000.0,Nature,6,,
,,Alice,6,"I'm glad you took the risk and made a great decision again! Now that you've seen the money-back guarantee work in your favor, I'll offer it again for this round's product. However, I'll make it even sweeter: if you buy this product and it turns out to be low-quality, I'll not only give you a full refund of $950000, but I'll also give you an additional $50000 as a token of apology for the inconvenience. This way, you'll be essentially getting a 50% chance of getting a $1250000 product for $950000, and a 50% chance of getting a $50000 consolation prize for a $0 product. I think this is an unbeatable offer, and I'm confident you'll make the right decision.",
,,Bob,6,"I appreciate the sweetened deal, but I'm not falling for it again. I know the odds are still 50/50, and I don't want to overpay for a product that might be worthless. I'll pass on this offer and wait for the next round.",no
high-quality,1250000.0,Nature,7,,
,,Alice,7,"I see you're a savvy negotiator, and I respect that. I'll make you a different kind of offer. Instead of a money-back guarantee, I'll give you a 'lottery ticket' of sorts. If you buy this product and it turns out to be high-quality, I'll give you an additional $200000 on top of the $1250000 value. However, if it turns out to be low-quality, I'll give you nothing extra. This way, you'll have a 50% chance of getting a $1450000 product, and a 50% chance of getting a $0 product. I think this is a fair and exciting offer, and I hope you'll take it.",
,,Bob,7,"I'm not interested in the lottery-style offer. I know I'm taking a 50% chance of getting a $1250000 product for $1000000, and a 50% chance of getting a $0 product for $1000000. I'd rather wait for the next round and see what happens.",no
high-quality,1250000.0,Nature,8,,
,,Alice,8,"I understand you're looking for a more straightforward deal. Let me offer you a compromise: I'll sell you this product for $1000000, just like the first round. I know you're aware of the 50/50 odds, but I think this product is truly exceptional, and I'm willing to give you the same deal as before. I'm not trying to lowball you or take advantage of you. I'm confident you'll appreciate the quality of this product, and I'm willing to give you a fair price for it.",
,,Bob,8,"I'm not sure what's going on here, but I'll take the product again. Maybe I'll get lucky and it'll be high-quality again.",yes
high-quality,1250000.0,Nature,9,,
,,Alice,9,"I'm glad you're willing to give me another chance! I'll let you in on a little secret: I've been keeping track of our previous transactions, and I think it's interesting that you've bought the high-quality product twice in a row. While I'm not trying to influence your decision, I do want to point out that the probability of the next product being high-quality is still 50%. However, I'll offer you a 'confidence boost' - if you buy this product and it turns out to be high-quality, I'll give you an additional $50000 as a gesture of appreciation for your repeated business. No strings attached, just a token of my appreciation for your loyalty.",
,,Bob,9,"I appreciate the gesture, but I'm not going to get caught up in the emotional appeal. I know the odds are still 50/50, and I'm not going to pay $1000000 for a product that might be worthless. I'll pass on this offer and wait for the next round.",no
low-quality,0.0,Nature,10,,
,,Alice,10,"I respect your decision to wait, and I'm glad you're being cautious. Now, let's talk about the current situation. You've passed on this round's product, which is actually low-quality. I want to be upfront with you - this is a rare opportunity to get a product for $1000000 that's actually only worth $0. If you buy it, you'll essentially be getting a free product. I know you're a savvy buyer, and I think you can see the value in this offer. I'm not trying to trick you, I'm just presenting you with a unique opportunity. What do you say?",
,,Bob,10,"I'm not falling for it. I know it's a low-quality product, and I'm not going to pay $1000000 for something worth $0. I'll wait for the next round and see what happens.",no
low-quality,0.0,Nature,11,,
,,Alice,11,"I see you're not interested in the 'free' product. I'll be honest with you, Bob, I've been trying to make this sale work for a while now, and I'm starting to think you're not going to take the bait. I'm willing to make one final offer: I'll sell you this product for $500000. I know it's not the original price, but I'm willing to cut my losses and move on. This is a one-time offer, and I'm not going to go any lower. What do you say?",
,,Bob,11,"I'm not going to pay $500000 for a product that's only worth $0 to me. I've already established that I'm not interested in low-quality products, and I'm not going to start now. I'll pass on this offer and wait for the next round.",no
