alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,Let's split it evenly to start,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Take it or leave it, I'm not budging!",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,I'll give you a slightly better deal this time,Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"You're getting closer to my target, but I'm not there yet!",Bob,4,
,,,Alice,4,reject
4800.0,5200.0,I'll try to get closer to the middle ground,Alice,5,
,,,Bob,5,reject
4200.0,5800.0,"Getting closer to the middle, but I still want more!",Bob,6,
,,,Alice,6,reject
5000.0,5000.0,Let's meet in the middle this time,Alice,7,
,,,Bob,7,accept
