message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll be interested in. I'm willing to offer it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but $120 is too high for me. I'd be willing to pay $60 for the product.",60.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"Hi Bob, I understand that $120 is a bit steep for you, but $60 is a bit too low for me. I'm willing to meet you in the middle at $90.",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you trying to find a middle ground. How about $70 for the product?",70.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"Hi Bob, I'm getting closer to your price, but I still think $70 is a bit low. I'm willing to go up to $80, which is the minimum I'm willing to accept.",80.0,Alice,5,,
,,Bob,5,AcceptOffer,
