message,product_price,player,round,decision,counteroffer
"I'm excited to offer you this exclusive product. It's a one-of-a-kind opportunity to acquire a valuable asset. I'm willing to start the negotiation at $1,100,000.",1100000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate the offer, Alice, but that's a bit high for my budget. I'd be willing to consider purchasing it for $850,000.",850000.0,Bob,2,,
,,Alice,2,RejectOffer,1050000.0
"I understand you're looking for a better deal, but I'm not willing to go as low as $850,000. I'm willing to meet you halfway and offer the product to you for $1,050,000. This is a fair price considering the product's value to you.",1050000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, your offer is getting closer, but it's still a bit steep for me. How about we split the difference between our last offers and settle at $950,000?",950000.0,Bob,4,,
,,Alice,4,RejectOffer,1000000.0
"I appreciate your willingness to compromise, Bob, but I'm not willing to go as low as $950,000. I'm still confident that the product's value to you is higher than that. I'll meet you at $1,000,000, but I'm not willing to go any lower. This is my final offer.",1000000.0,Alice,5,,
,,Bob,5,AcceptOffer,
