message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this incredible product. I think you'll really love it. Would you like to make an offer for it?",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $9000. Would you be willing to consider that?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,11000.0
"I appreciate your interest in the product, Bob. I can see you're a savvy negotiator. However, I'm afraid I won't go as low as $9000. I'm willing to meet you in the middle at $11000. What do you think?",11000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit above my budget. Would you be willing to consider $10500? I think that's a fair compromise.",10500.0,Bob,4,,
,,Alice,4,RejectOffer,10800.0
"I think we're getting close, Bob! I can see you're serious about this product. I'm willing to come down a bit further, but I need to make a profit. How about $10800? I think that's a fair compromise",10800.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to come down, but I'm still a bit above my budget. I'm willing to meet you halfway between $10800 and my original offer of $9000. How about $9900?",9900.0,Bob,6,,
,,Alice,6,SellToJhon,
