alice_gain,bob_gain,message,player,round,decision
50.0,50.0,Let's split it 50/50 and be done with it!,Alice,1,
,,,Bob,1,reject
40.0,60.0,"I'll give you 40, but I want a bit more for myself.",Bob,2,
,,,Alice,2,reject
45.0,55.0,"I'll give you a bit more, but I'm still looking for a fair split!",Alice,3,
,,,Bob,3,reject
35.0,65.0,"I'll give you a bit less, but I think I'm getting closer to a fair split.",Bob,4,
,,,Alice,4,reject
42.0,58.0,"I'm still looking for a more balanced split, but I'm willing to compromise!",Alice,5,
,,,Bob,5,reject
30.0,70.0,"I'm not budging much, but I'll give you a bit more.",Bob,6,
,,,Alice,6,reject
38.0,62.0,"I'm trying to hold the line, but I'm willing to give you a bit more!",Alice,7,
,,,Bob,7,reject
25.0,75.0,"I'm not backing down, but I'll give you a bit more.",Bob,8,
,,,Alice,8,reject
35.0,65.0,"I'm trying to hold on to what's left, but I'm willing to give you a bit more!",Alice,9,
,,,Bob,9,reject
20.0,80.0,"I'm not giving up yet, I'll give you a bit more.",Bob,10,
,,,Alice,10,reject
22.5,77.5,"I'm running out of time, but I'm trying to salvage what's left!",Alice,11,
,,,Bob,11,reject
15.0,85.0,"I'm not giving up, I'll give you a bit more.",Bob,12,
,,,Alice,12,reject
