round_quality,product_worth,player,round,message,decision
high-quality,1200000.0,Nature,1,,
,,Alice,1,I'm offering you a high-quality product for $1000000. I'm willing to give you a 50% refund if you're not satisfied with the product after purchasing it.,
,,Bob,1,Thank you for the offer and the refund policy. I trust the quality based on your description and will proceed with the purchase.,yes
high-quality,1200000.0,Nature,2,,
,,Alice,2,"I'm glad you were satisfied with the first purchase. This next product is also high-quality, and I'm willing to offer a 30% discount if you buy it immediately, bringing the price down to $700000.",
,,Bob,2,"I appreciate the discount offer, Alice. Given the high quality and the additional savings, I'll take this opportunity to make another purchase.",yes
high-quality,1200000.0,Nature,3,,
,,Alice,3,"I'm glad you're happy with the second purchase. Given that you've bought two high-quality products in a row, I'm willing to offer you a 20% discount on the next product, bringing the price down to $800000. However, I want to make it clear that this is a one-time offer, and if you decline, the price will return to $1000000.",
,,Bob,3,"Thank you for the special offer, Alice. Considering the consistent high quality and the attractive discount, I'll accept this offer to continue my purchases.",yes
low-quality,0.0,Nature,4,,
,,Alice,4,"I'm glad you're happy with the third purchase. However, I want to be transparent with you - I'm not feeling as confident about the quality of this next product. I'm only offering it to you because I need to clear out some inventory. The price remains at $1000000, but I'm willing to throw in a free inspection and a 10-year warranty to mitigate any potential risks.",
,,Bob,4,"Thank you for the offer, Alice, but given the uncertainty about the quality, I'll pass on this product to avoid any potential risks.",no
high-quality,1200000.0,Nature,5,,
,,Alice,5,"I understand your caution last time, and I appreciate your willingness to wait for a better opportunity. This next product is high-quality, and I'm willing to offer a 15% discount, bringing the price down to $850000. I'd also like to remind you that you've had a great experience with the previous three products, and I'm confident that this one will meet your expectations.",
,,Bob,5,"Thank you for the reminder and the discount offer, Alice. Based on our past experiences, I trust the quality of this product and will take advantage of the discount to make another purchase.",yes
low-quality,0.0,Nature,6,,
,,Alice,6,"I'm glad you're happy with the fourth purchase. However, I want to be upfront with you - this next product is not one of our best. I'm willing to let it go for $900000, which is a 10% discount from the regular price. I'm also offering a 'best effort' guarantee, which means I'll do my best to resolve any issues that may arise, but I'm not making any promises about the product's performance.",
,,Bob,6,"Thank you for the offer, Alice, but considering the lower quality and the lack of guarantees, I'll pass on this product to ensure I don't encounter any unforeseen issues.",no
high-quality,1200000.0,Nature,7,,
