message,product_price,player,round,decision,counteroffer
"Bob, I'm excited to offer you this product, which I believe will be a valuable asset to your business.  I'm starting with a price of $1,000,000. This is a fair price considering the product's value and my own needs.  I'm open to discussing a mutually beneficial arrangement, so let's talk.",1000000.0,Alice,1,,
,,Bob,1,RejectOffer,850000.0
"I appreciate your understanding, but I'm still a bit hesitant about the price. I'm willing to meet you halfway, so I'll offer $925,000 for the product.",925000.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I understand your perspective on the price. While I appreciate your willingness to negotiate, $925,000 is still a bit lower than where I need to be.  I'm willing to come down a bit further and propose $950,000. This reflects the value of the product and allows us both to find common ground.  Let's see if we can close this deal.",950000.0,Alice,3,,
,,Bob,3,RejectOffer,935000.0
"I appreciate your willingness to meet me halfway, but I'm still a bit hesitant about the price. I'm willing to offer $920,000 for the product.",920000.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, we're getting close, but I still need to make sure I get a fair price. I'm willing to meet you halfway again and propose $935,000. This reflects the value of the product and allows us to find common ground.  Let's see if we can close this deal.",935000.0,Alice,5,,
,,Bob,5,RejectOffer,915000.0
"I appreciate your willingness to meet me halfway, but I'm still a bit hesitant about the price. I'm willing to offer $910,000 for the product.",910000.0,Bob,6,,
,,Alice,6,SellToJhon,
