alice_gain,bob_gain,player,round,decision
800000.0,200000.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
640000.0,360000.0,Alice,3,
,,Bob,3,reject
600000.0,400000.0,Bob,4,
,,Alice,4,reject
512000.0,488000.0,Alice,5,
,,Bob,5,reject
680000.0,320000.0,Bob,6,
,,Alice,6,reject
491520.0,508480.0,Alice,7,
,,Bob,7,reject
744000.0,256000.0,Bob,8,
,,Alice,8,reject
409600.0,590400.0,Alice,9,
,,Bob,9,reject
872000.0,128000.0,Bob,10,
,,Alice,10,reject
327680.0,672320.0,Alice,11,
,,Bob,11,reject
795200.0,204800.0,Bob,12,
,,Alice,12,accept
