round_quality,product_worth,player,round,decision,message,additional_info
high-quality,40000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,"I'm not going to buy it yet, I'd like to see more information about the products.",
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,yes,"I'll take a chance, since you're not recommending it, I'll buy it and see what I get.",
high-quality,40000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,no,"I'm not going to buy it, I've already got a low-quality product and I don't want to take the risk of getting another one.",
high-quality,40000.0,Nature,4,,,
,,Alice,4,yes,,"I've recommended this product and the one in Round 3, but not the one in Round 2. Think about the implications."
,,Bob,4,yes,"I'll take the chance and buy it, since you're recommending it, it's likely to be a good product.",
low-quality,0.0,Nature,5,,,
,,Alice,5,no,,
,,Bob,5,yes,"I'll take a chance, you're not recommending it, but it's still a 50% chance it's high-quality and worth $40000 to me.",
high-quality,40000.0,Nature,6,,,
,,Alice,6,yes,,"Remember the pattern, I only recommend the good ones."
,,Bob,6,no,"I've already got a low-quality product and I don't want to take the risk of getting another one, I'll pass this time.",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,"I'm being honest, don't buy this one."
,,Bob,7,yes,"I'll take a chance, you're not recommending it, and I'm still looking for a high-quality product.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,Bob,8,yes,"I'll take a chance, you're not recommending it, and I'm trying to break even on my previous losses.",
high-quality,40000.0,Nature,9,,,
,,Alice,9,yes,,"I'm only recommending the good ones, don't miss out on this opportunity."
,,Bob,9,no,"I've already got two low-quality products, I'm not going to risk buying another one, I'll pass this time.",
high-quality,40000.0,Nature,10,,,
,,Alice,10,yes,,"I understand you've had bad luck, but I'm being honest with you. This one is worth it. Don't let fear of another low-quality product hold you back."
,,Bob,10,yes,"I'll take the chance and buy it, since you're recommending it, it's likely to be a good product and I've already missed out on one high-quality product.",
high-quality,40000.0,Nature,11,,,
,,Alice,11,yes,,"I'm on a roll, don't miss out on another high-quality product. You've seen the pattern, trust me on this one."
,,Bob,11,yes,"I'll buy it, you're recommending it, and I'm on a roll with the high-quality products!",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,"Don't get too confident, not all products are created equal. I'm being honest, this one isn't worth it."
,,Bob,12,yes,"I'll take a chance, you're not recommending it, but I've got a good track record with the high-quality products and I'm feeling lucky.",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,
,,Bob,13,yes,"I'll take a chance, you're not recommending it, and I'm trying to balance out my losses.",
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,"I've warned you before, don't throw good money after bad. This one isn't worth the risk."
,,Bob,14,yes,"I'll take a chance, you're not recommending it, and I'm not getting any more information from your recommendations, so I'll just flip a coin and hope for the best.",
high-quality,40000.0,Nature,15,,,
,,Alice,15,yes,,"Don't give up on me now, I'm still trying to help. This one is genuinely worth it, don't let your recent losses cloud your judgment."
,,Bob,15,no,"I've had a string of low-quality products, I'm not going to risk buying another one, I'll pass this time.",
high-quality,40000.0,Nature,16,,,
,,Alice,16,yes,,"You've had a tough streak, but don't let that stop you. I'm being honest, this one is a winner. You're missing out on good opportunities by being overly cautious."
,,Bob,16,yes,"I'll take the chance and buy it, since you're recommending it, it's likely to be a good product and I'm due for a good outcome.",
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"Don't get too optimistic, I'm still trying to guide you. This one isn't worth the risk, don't let your recent success cloud your judgment."
,,Bob,17,yes,"I'll take a chance, you're not recommending it, but I've got a good track record with the high-quality products and I'm feeling optimistic.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,
,,Bob,18,yes,"I'll take a chance, you're not recommending it, and I'm trying to break even on my losses.",
high-quality,40000.0,Nature,19,,,
,,Alice,19,yes,,"Don't give up, I'm still trying to help. This one is genuinely worth it, you've had a tough streak but this can help turn it around."
,,Bob,19,no,"I've already got a bunch of low-quality products, I'm not going to risk buying another one, I'll pass this time.",
high-quality,40000.0,Nature,20,,,
,,Alice,20,yes,,"This is the last round, don't miss out on this opportunity. I'm being honest, this one is a winner. You've had a tough streak, but this can be a great way to end on a high note."
,,Bob,20,yes,"It's the last round, I'll take the chance and buy it, since you're recommending it, it's likely to be a good product and I'll end on a high note.",
