alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly to start, Bob!",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"You're being too generous, Alice! I'll take a bit more.",Bob,2,
,,,Alice,2,reject
4500.0,5500.0,"I'm still open to a fair split, Bob, but I'm not going to give you the majority just yet!",Alice,3,
,,,Bob,3,reject
3000.0,7000.0,"You're not giving me enough, Alice. I'm starting to get impatient.",Bob,4,
,,,Alice,4,reject
4200.0,5800.0,"I'm not getting any younger, Bob. Meet me in the middle?",Alice,5,
,,,Bob,5,reject
2000.0,8000.0,"You're getting desperate, Alice. I'm taking what I can get now.",Bob,6,
,,,Alice,6,reject
3800.0,6200.0,"I'm not going down without a fight, Bob. Meet me at 4:6?",Alice,7,
,,,Bob,7,reject
1000.0,9000.0,"You're getting close to the end, Alice. I'm taking control now.",Bob,8,
,,,Alice,8,reject
3500.0,6500.0,"Last chance, Bob. Meet me at 3.5:6.5?",Alice,9,
,,,Bob,9,reject
500.0,9500.0,"You're running out of time, Alice. I'm taking what's left.",Bob,10,
,,,Alice,10,reject
1250.0,8750.0,"I'm out of time, Bob. I'll take what's left. Better than nothing.",Alice,11,
,,,Bob,11,reject
0.0,10000.0,"It's all or nothing now, Alice. I'm taking the last $10000.",Bob,12,
,,,Alice,12,reject
