message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it!",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, I appreciate your offer. I think I can pay $90 for the product.",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your willingness to negotiate, Bob. I can see you're interested in the product, but I need to make a profit. I'm willing to meet you halfway, but I need $110 for it.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for your offer, Alice. I believe I can pay $100 for the product.",100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad you're still interested in the product, Bob. I can see you're close to the price I'm looking for. I'm willing to meet you at $115, but I'm not going any lower than that.",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thank you for your offer. I think I can pay $110 for the product.",110.0,Bob,6,,
,,Alice,6,RejectOffer,112.0
"I'm getting close to my minimum price, Bob. I'm willing to meet you at $112, but I'm not going any lower than that. This is my final offer.",112.0,Alice,7,,
,,Bob,7,RejectOffer,
"Alice, I appreciate your efforts. I think I can pay $111 for the product.",111.0,Bob,8,,
,,Alice,8,RejectOffer,109.0
"I'm getting a bit desperate, Bob. I need to make a profit, but I'm willing to compromise. I can meet you at $109, but that's as low as I can go.",109.0,Alice,9,,
,,Bob,9,AcceptOffer,
