message,product_price,player,round,decision
"Hi Bob, I have a product that I think would be of great value to you. I'm offering it to you for $10000.  It's a fair price, considering its worth to you. Let me know what you think!",10000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but $10000 is a bit steep for me. I'm willing to pay $8000 for it. Can you meet me in the middle?",8000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand you're looking for a good deal, and I'm willing to work with you.  How about we split the difference? I'm willing to come down to $9500. This is a fair price considering the product's value to you.  Let me know what you think.",9500.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, but $9500 is still a bit out of my budget. I'm willing to pay $8500 for the product. Can you meet me at this price?",8500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're working with a tight budget. I'm willing to make one final concession.  My absolute lowest price is $8800.  This is a very fair offer considering the product's value to you. If we can't reach an agreement at this price, I'll have to move on to other potential buyers. ",8800.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to make concessions, Alice. I'm willing to pay $8200 for the product. Can you meet me at this price?",8200.0,Bob,6,
,,Alice,6,SellToJhon
