alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, Bob. I'm offering you 40% to start.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think I deserve a bit more, considering the inflation rate is on my side.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Okay, Bob, let's be realistic. This is my counter-offer. The clock is ticking!",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Time is running out, and inflation is on my side. I think this is a fair offer.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, let's stop wasting time. We'll both lose out soon. A 50/50 split is the fairest option.",Alice,5,
,,,Bob,5,accept
