message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a unique opportunity to purchase this amazing product. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for the offer. I appreciate the product, but I was hoping to find a better price. Would you consider selling it for $95?",95.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a better deal, Bob. I can do $110, but that's as low as I can go. It's a great product, and I think you'll really enjoy it!",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hello Alice, I appreciate your offer, but I still believe we can reach a better agreement. Could you consider selling the product for $100?",100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm not quite ready to meet you at $100, Bob. I can do $115, but that's as high as I'm willing to go. It's a great product, and I think you'll really love it!",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"Hello Alice, I understand your position, but I would like to propose $105 as the price for the product. I hope this aligns better with what you're willing to accept.",105.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I'm still a bit hesitant to meet you at $105, Bob. I can do $110, but that's my final offer. If you're not comfortable with that, I have other interested buyers who are willing to pay a lower price...",110.0,Alice,7,,
,,Bob,7,RejectOffer,
"Hello Alice, I appreciate your patience and understanding. I would like to propose $107 as the price for the product. I hope this meets your expectations and allows us to finalize the transaction.",107.0,Bob,8,,
,,Alice,8,RejectOffer,108.0
"I'm getting close to walking away, Bob. I can do $108, but that's my absolute final offer. If you're not willing to meet me here, I'll have to consider other options",108.0,Alice,9,,
,,Bob,9,RejectOffer,
"Hello Alice, I've done my best to meet you halfway, but I must stick to my budget. I am willing to pay $106 for the product. I hope this proposal works for you and we can conclude our discussion.",106.0,Bob,10,,
,,Alice,10,RejectOffer,
