alice_gain,bob_gain,message,player,round,decision
55.0,45.0,Let's split fairly.,Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think we can both do better, let's see if we can find a more equitable split.",Bob,2,
,,,Alice,2,reject
58.0,42.0,"Considering inflation, this is a fairer split.",Alice,3,
,,,Bob,3,reject
48.0,52.0,I'm willing to compromise to avoid further inflation. Let's aim for a more balanced split this time.,Bob,4,
,,,Alice,4,reject
60.0,40.0,"Inflation is hurting you, not me. This is my best offer so far.",Alice,5,
,,,Bob,5,reject
52.0,48.0,"I'm feeling the effects of inflation, but I'm willing to stick to a fair division. Let's try this to avoid further losses for both of us.",Bob,6,
,,,Alice,6,reject
62.0,38.0,Inflation is taking its toll on your share. I'm being generous considering the circumstances.,Alice,7,
,,,Bob,7,reject
55.0,45.0,"I'm trying to find a balance between fair division and mitigating the impact of inflation. Let's try this, and hopefully we can reach an agreement.",Bob,8,
,,,Alice,8,reject
65.0,35.0,You're losing value with each round. This is likely your best option at this point.,Alice,9,
,,,Bob,9,reject
60.0,40.0,"I'm feeling the pressure of inflation, but I'm trying to be fair. Let's see if we can agree on this.",Bob,10,
,,,Alice,10,accept
