alice_gain,bob_gain,message,player,round,decision
55.0,45.0,Let's be fair and close the deal!,Alice,1,
,,,Bob,1,reject
30.0,70.0,"I'm feeling generous, take it or leave it. This is your last chance for a decent amount!",Bob,2,
,,,Alice,2,reject
60.0,40.0,"You didn't take my first offer, now I need more!",Alice,3,
,,,Bob,3,reject
35.0,65.0,"It's my final offer. Accept this, or we both lose out!",Bob,4,
,,,Alice,4,reject
58.0,42.0,"I'll take a bit less, but not too much!",Alice,5,
,,,Bob,5,accept
