message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product! I'm willing to sell it to you for $130. It's a great deal, and I think you'll really enjoy it.",130.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer, but that's a bit high for me. I'm interested in the product, but I could only do $90.",90.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand that $130 might be a bit steep for you, but I'm willing to meet you halfway. I can do $110 for the product. It's a great deal, and I think you'll really enjoy it.",110.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you coming down a bit.  How about $100? That's the highest I can go.",100.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I'm still a bit far from your target, but I'm willing to make one more concession. I can do $105 for the product. It's the lowest I can go, and I think it's still a great deal.",105.0,Alice,5,
,,Bob,5,BuyFromJhon
