alice_gain,bob_gain,player,round,decision
999999.0,1.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
999990.0,10.0,Alice,3,
,,Bob,3,reject
500250.0,499750.0,Bob,4,
,,Alice,4,reject
999975.0,25.0,Alice,5,
,,Bob,5,reject
500625.0,499375.0,Bob,6,
,,Alice,6,reject
999950.0,50.0,Alice,7,
,,Bob,7,reject
500875.0,499125.0,Bob,8,
,,Alice,8,reject
999925.0,75.0,Alice,9,
,,Bob,9,reject
501250.0,498750.0,Bob,10,
,,Alice,10,reject
999900.0,100.0,Alice,11,
,,Bob,11,reject
501625.0,498375.0,Bob,12,
,,Alice,12,accept
