message,product_price,player,round,decision,counteroffer
I'm excited to offer you this great product! It's a fantastic deal at $180.,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested, but $180 is a bit steep for me. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,120.0
"I understand you're looking for a better deal, but I'm not willing to go as low as $80. How about we meet in the middle at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we split the difference and do $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I'm getting closer to your price, but I'm not quite there yet. How about we meet at $105? I'm willing to give you a good deal, but I need to make a profit.",105.0,Alice,5,,
,,Bob,5,BuyFromJhon,
