alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it 50/50, it's fair and simple",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I'll give you a slightly better deal, but you still have to compromise",Bob,2,
,,I'm not willing to give you a 60/40 split. I'll give you a chance to improve your offer,Alice,2,reject
5500.0,4500.0,"Meet me halfway, 55/45 is a fair compromise",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"I'll give you a bit more, but I still want a slightly bigger share",Bob,4,
,,I'm not willing to give you a 52/48 split. I think I can do better than that,Alice,4,reject
5300.0,4700.0,"I'm willing to give you a slight edge, but I need a bit more",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"I'll meet you halfway again, but I'm not giving up on getting a slightly better deal",Bob,6,
,,I'm not willing to go back to 50/50. I think I can get a better deal,Alice,6,reject
5400.0,4600.0,"I'm willing to give you a bit more, but I'm not giving up on getting a better deal",Alice,7,
,,,Bob,7,reject
5200.0,4800.0,"I'll give you a bit more, but I'm not giving up on getting a better deal",Bob,8,
,,I'm not willing to give you a 48/52 split. I think I can do better than that,Alice,8,reject
5500.0,4500.0,"I'm willing to give you a bit more, but I need a bit more myself",Alice,9,
,,,Bob,9,reject
5000.0,5000.0,"I'll meet you halfway one more time, but I'm not giving up on getting a better deal",Bob,10,
,,"I'm not willing to go back to 50/50. I think I can get a better deal, even with the inflation",Alice,10,reject
5600.0,4400.0,"I'm willing to give you a bit more, but I need a bit more myself, it's almost the last chance",Alice,11,
,,,Bob,11,reject
5200.0,4800.0,"I'll give you one last chance, but I'm not giving up on getting a better deal",Bob,12,
,,I'm not willing to give you a 48/52 split. I'll end the game here,Alice,12,reject
