message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm selling this amazing product and I think you'd really love it! I'm offering it to you for $175. What do you think?",175.0,Alice,1,,
,,Bob,1,RejectOffer,140.0
"I really like the product, but I was thinking more along the lines of $140. Would you be willing to meet me at that price?",140.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I appreciate your offer but $140 is a bit too low for me.  How about we split the difference and I'll go down to $160?  That way we both get a good deal.",160.0,Alice,3,,
,,Bob,3,RejectOffer,145.0
"I appreciate your flexibility, Alice, but I'm still a bit shy of $160. How about we meet at $145? I'm willing to pay a bit more, but I'd like to get as close to my budget as possible.",145.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, I understand you want to stay within your budget, and I'm willing to work with you.  Let's meet in the middle at $155. It's a fair price for both of us, and we can finally close this deal.",155.0,Alice,5,,
,,Bob,5,RejectOffer,152.0
"I appreciate your persistence, Alice! I'm getting close to my budget, but I'd like to try to shave off a few more dollars. How about we meet at $152? I think that's a fair price for both of us.",152.0,Bob,6,,
,,Alice,6,AcceptOffer,
