message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product. It's a one-of-a-kind item that I'm sure you'll love. I'm thinking of selling it to you for $200.",200.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer! I'm definitely interested but $200 is a bit more than I'm willing to spend. I'm happy to pay $150 for this unique product. What do you think?",150.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"Hi Bob, I understand you're looking for a good deal, but I have to make a living. I'm willing to meet you halfway, but I need to get at least $180 for the product. What do you think?",180.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to compromise, but $180 is still a little higher than my budget.  How about $160?  It's a fair price for both of us, and I'm confident we can reach an agreement.",160.0,Bob,4,,
,,Alice,4,RejectOffer,170.0
"Hi Bob, I'm glad you're still interested in the product! I can see you're a serious buyer. I'm willing to meet you at $170, but I'm not willing to go any lower than that. What do you think?",170.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate you coming down in price.  $170 is still a bit out of my range, but I'm willing to meet you at $165.  This would be a good compromise for both of us.",165.0,Bob,6,,
,,Alice,6,RejectOffer,175.0
"Hi Bob, I think we're getting close to a deal! I'm willing to meet you at $175, but I'm not sure I can go any lower than that. I really think this product is worth it, but I'm willing to make a bit of a concession for you. What do you think?",175.0,Alice,7,,
,,Bob,7,BuyFromJhon,
