message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it! Would you like to make an offer on it?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for offering me the product. I appreciate your enthusiasm. I would like to make a counteroffer of $95 for the product.",95.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"Thanks for the counteroffer, Bob! I appreciate your interest in the product. I'm willing to meet you halfway, but I need to make a profit. How about $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for your offer, Alice. I appreciate your willingness to negotiate. I would like to counteroffer at $100 for the product.",100.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I'm glad you're still interested in the product, Bob! I can see you're a serious buyer. I'm willing to give you a slight discount, but I need to make a decent profit. How about $108?",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your offer, Alice. I appreciate your efforts in negotiation. I would like to counteroffer at $104 for the product.",104.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I can see you're really interested in the product, Bob! I'm willing to meet you at $106, but that's as low as I can go. It's a great deal for you, and I think you'll love the product.",106.0,Alice,7,,
,,Bob,7,RejectOffer,
"Thank you for your offer, Alice. I appreciate your efforts. I would like to counteroffer at $105 for the product.",105.0,Bob,8,,
,,Alice,8,RejectOffer,110.0
"I'm getting close to my minimum price, Bob. I can see you're a serious buyer, but I need to make a decent profit. I'm willing to meet you at $108, but I'm not going any lower. This is my final offer.",108.0,Alice,9,,
,,Bob,9,RejectOffer,
"Thank you for your final offer, Alice. I appreciate your efforts. I would like to counteroffer at $107 for the product.",107.0,Bob,10,,
,,Alice,10,RejectOffer,
