alice_gain,bob_gain,message,player,round,decision
650000.0,350000.0,"Let's be reasonable, Bob. This offer ensures we both benefit from ending this quickly.",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Let's split it fairly, considering the inflation, Alice.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"The inflation hurts us both, Bob, but time hurts you less than me. I'm being more than fair.",Alice,3,
,,,Bob,3,reject
400000.0,600000.0,"Inflation is taking its toll, Alice. I'm being generous considering the circumstances.",Bob,4,
,,,Alice,4,reject
480000.0,520000.0,"This is my last offer, Bob. We're both losing out the longer this drags on. Let's settle this now.",Alice,5,
,,,Bob,5,accept
