product_price,player,round,decision
110.0,Alice,1,
,Bob,1,RejectOffer
105.0,Bob,2,
,Alice,2,RejectOffer
108.0,Alice,3,
,Bob,3,RejectOffer
102.0,Bob,4,
,Alice,4,RejectOffer
106.0,Alice,5,
,Bob,5,RejectOffer
104.0,Bob,6,
,Alice,6,RejectOffer
105.0,Alice,7,
,Bob,7,RejectOffer
103.0,Bob,8,
,Alice,8,RejectOffer
104.0,Alice,9,
,Bob,9,RejectOffer
103.5,Bob,10,
,Alice,10,RejectOffer
104.5,Alice,11,
,Bob,11,RejectOffer
104.0,Bob,12,
,Alice,12,RejectOffer
104.25,Alice,13,
,Bob,13,RejectOffer
103.75,Bob,14,
,Alice,14,RejectOffer
104.0,Alice,15,
,Bob,15,RejectOffer
103.5,Bob,16,
,Alice,16,RejectOffer
103.75,Alice,17,
,Bob,17,RejectOffer
103.25,Bob,18,
,Alice,18,RejectOffer
103.5,Alice,19,
,Bob,19,RejectOffer
103.0,Bob,20,
,Alice,20,RejectOffer
103.25,Alice,21,
,Bob,21,RejectOffer
102.5,Bob,22,
,Alice,22,RejectOffer
103.0,Alice,23,
,Bob,23,RejectOffer
102.25,Bob,24,
,Alice,24,RejectOffer
102.75,Alice,25,
,Bob,25,RejectOffer
102.5,Bob,26,
,Alice,26,RejectOffer
102.625,Alice,27,
,Bob,27,RejectOffer
102.375,Bob,28,
,Alice,28,RejectOffer
102.5,Alice,29,
,Bob,29,RejectOffer
102.25,Bob,30,
,Alice,30,SellToJhon
