message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $180 is a bit steep for me. I was thinking more along the lines of $120.",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a good deal, but I've got to make a profit. I'm willing to meet you in the middle at $160, but that's as low as I can go.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit above my budget. Would you be willing to consider $140?",140.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm getting close to my minimum price, but I'm still not quite there. I'm willing to meet you at $155, but that's as low as I can go.",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, but I'm still a bit short on budget. Would you be willing to consider $145?",145.0,Bob,6,,
,,Alice,6,RejectOffer,150.0
"I'm getting very close to my minimum price, and I think we're close to a deal. I'm willing to meet you at $150, which is my absolute lowest price. Let's make a deal!",150.0,Alice,7,,
,,Bob,7,BuyFromJhon,
