message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $120. Is that something you'd be interested in?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but $120 is a bit too high for me. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand that $80 is a bit low for me, but I'm willing to meet you in the middle. How about $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we settle at $90?",90.0,Bob,4,,
,,Alice,4,RejectOffer,95.0
"I'm getting closer to your price, but I still need to make a profit. How about we meet at $92.50?",92.5,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I'm willing to go up slightly. How about $91 as our final offer?",91.0,Bob,6,,
,,Alice,6,RejectOffer,92.0
"I'm not willing to go all the way to $100, but I'm willing to meet you at $92. I think that's a fair price for both of us. Is that a deal?",92.0,Alice,7,,
,,Bob,7,AcceptOffer,
