message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll love. I'm willing to sell it to you for $120. Is this something you'd be interested in?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm really interested, but $120 is a bit more than I'm comfortable spending.  How about $105?  I'm sure we can find a price that works for both of us.",105.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand that $105 is a bit low for me, but I'm willing to compromise. How about we meet in the middle at $112.50? I think that's a fair price for both of us.",112.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you being willing to negotiate.  $112.50 is still a bit too high for me.  How about $110?  I'm hoping we can reach an agreement soon.",110.0,Bob,4,,
,,Alice,4,RejectOffer,112.0
"I'm getting close to my minimum price, but I'm still willing to make a deal. How about we meet at $113? I think that's the best I can do.",113.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I really appreciate you working with me.  I'm still hoping to get it for a little less. How about $111?  I'm confident this is a fair price for both of us.",111.0,Bob,6,,
,,Alice,6,RejectOffer,114.0
"I'm not willing to go any lower than $114. I think that's the absolute minimum I can accept for this product. If you're still interested, this is my final offer.",114.0,Alice,7,,
,,Bob,7,BuyFromJhon,
