message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm really interested in the product, but $150 is a bit steep for me. I'm willing to pay $120 for it.",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a deal, Bob. I'm willing to meet you halfway. I can sell the product to you for $140. What do you think?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit short on budget. I'm willing to pay $125 for the product.",125.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I'm getting closer to your budget, Bob. I can do $135, but that's as low as I can go. What do you think?",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, but $135 is still a bit too high for me. I'm willing to pay $130 for the product.",130.0,Bob,6,,
,,Alice,6,RejectOffer,132.5
"I'm trying to find a sweet spot, Bob. I can meet you at $132.50. Is that a deal?",132.5,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your persistence, but $132.50 is still a bit too high for me. I'm willing to pay $129 for the product.",129.0,Bob,8,,
,,Alice,8,RejectOffer,131.25
"I'm getting close to my minimum, Bob. I can do $131.25, but that's as low as I can go. What do you think?",131.25,Alice,9,,
,,Bob,9,BuyFromJhon,
