alice_gain,bob_gain,message,player,round,decision
800000.0,200000.0,"Let's be reasonable, Bob. This gives you a fair share while recognizing the time pressure.",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Let's split it evenly.  We both have a chance to improve our situation in the next round, but this is the fairest starting point.",Bob,2,
,,,Alice,2,reject
680000.0,320000.0,"I'm willing to compromise, Bob, but time is ticking. This offer still gives you a decent share.",Alice,3,
,,,Bob,3,reject
600000.0,400000.0,"I'm willing to give you a bit more, Alice, but I'm not going to give you everything. Let's both take some of the money and avoid losing it all.",Bob,4,
,,,Alice,4,reject
580000.0,420000.0,"Bob, this is a serious offer. I'm losing money every round.  This is a fair deal considering the circumstances.",Alice,5,
,,,Bob,5,accept
